referenceCode,fullCitation,referenceDOI
Urabe1993,Urabe J (1993) N-cycling and P-cycling coupled by grazers activities - food quality and nutrient release by zooplankton. Ecology 74:2337-2350.,
Uye1981,"Uye, S. I. 1981. Fecundity studies of neritic calanoid copepods Acartia clausi (Giesbrecht) and A steueri (Smirnov): a simple empirical model of daily egg production . Journal of Experimental Marine Biology and Ecology ",
Uye1982,"Uye, S.-I. 1982. Length-weight relationships of important zooplankton from the Inland Sea of Japan. J. Oceanogr. Soc. Japan 38: 149–158.",
Uye1983a,"Uye, Shin-ichi; Iwai, Y; Kasahara, S (2014): Growth rate of Pseudodiaptomus marinus determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834598",10.1594/PANGAEA.834598
Uye1983b,"Uye, S.-I., Y. Iwai, and S. Kasahara. 1983. Growth and production of the inshor",
Uye1986,"Uye, Shin-ichi (2014): Maximum ingestion and maximum clearance rate of different Calanoida determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835356",10.1594/PANGAEA.835356
Uye1988a,"Uye, Shin-ichi (2014): Growth rate of Paracalanus sp. determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834599",10.1594/PANGAEA.834599
Uye1988b,"Uye, S.-I. 1988. Temperature-dependent development and growth of Calanus sinicu",
Uye1991a,"Uye, Shin-ichi (2014): Growth rate of Microsetella norvegica determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834600",10.1594/PANGAEA.834600
Uye1991b,"Uye, S.-I. 1991. Temperature-dependent development and growth of the planktonic",
Uye1994a,"Uye, Shin-ichi; Kayano, Yasuhisa (2014): Maximum ingestion and maximum clearance rate of Tortanus forcipatus determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835358",10.1594/PANGAEA.835358
Uye1994b,"Uye, Shin-ichi; Kayano, Yasuhisa (2014): Maximum ingestion and maximum clearance rate of Tortanus spp. determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835359",10.1594/PANGAEA.835359
Uye2002,"Uye, Shin-ichi; Aoto, I; Onbe, Takashi (2014): Growth rate of Acartia omori, Calanus sinicus and Paracalanus parvus determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834602",10.1594/PANGAEA.834602
Uye2005,,
Uye2011,Uye in Lucas et al. (2011) What's in a jellyfish? Proximate and elementary compositions and biometric relationships for use in biogeochemical studies. Ecology 92 1704,
UyeUnpub,Uye unpubl.,
VanBreeman2013,"Van Breeman, P. J.: Copepoden, Forgotten Books. (Original work published 1908), London., 2013.",
Vanderploeg1986,"Vanderploeg HA, Laird GA, Liebig JR, Gardner WS (1986) Ammonium release by zooplankton in suspensions of heat-killed algae and an evaluation of the flow-cell method. J. Plankton Res. 8:341-352.",
Vanni2002,"Vanni MJ, Flecker AS, Hood JM, Headworth JL (2002) Stoichiometry of nutrient recycling by vertebrates in a tropical stream: linking species identity and ecosystem processes. Ecol. Lett. 5:285-293.",
Vanni2016,"Vanni, M.J. and McIntyre, P.B., 2016. Predicting nutrient excretion of aquatic animals with metabolic ecology and ecological stoichiometry: a global synthesis. Ecology, 97(12), pp.3460-3471.",10.1002/ecy.1582
Vargas2004,"Vargas, C A; Madin, L P (2014): Maximum ingestion and maximum clearance rate of Tunicata determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835368",10.1594/PANGAEA.835368
Vaughn2004,"Vaughn CC, Gido KB, Spooner DE (2004) Ecosystem processes performed by unionid mussels in stream mesocosms: species roles and effects of abundance. Hydrobiologia, 527:35-47.",
Venello2021,"Venello, T.A., Sastri, A.R., Galbraith, M.D. and Dower, J.F., 2021. Zooplankton functional group responses to environmental drivers off the west coast of Vancouver Island, Canada. Progress in Oceanography, 190, p.102482.",10.1016/j.pocean.2020.102482
Verdez2017,"Verdes, A. and Gruber, D.F., 2017. Glowing worms: biological, chemical, and functional diversity of bioluminescent annelids. Integrative and comparative biology, 57(1), pp.18-32.",10.1093/icb/icx017
Verheye2005,"Verheye H., Hagen W., Auel H., Ekau W., Loick N., Rheenen I., Wencke P. and Jones S. (2005) Life strategies, energetics and growth characteristics of Calanoides carinatus (Copepoda) in the Angola-Benguela frontal region. African Journal of Marine Science, 27(3), 641-651.",
Vervoort1952,"Vervoort, W.: Copepoda. Sub-order: Calanoida. Family: Aetideidae. Genus: Euchirella, Cons. Int. pour l’Exploration la Mer, Zooplankt. Identif. Sheet, 47, 1–6, 1952.",
Vervoort1952a,"Vervoort, W.: Copepoda. Sub-order: Calanoida. Family: Aetideidae. Genus: Pseudochirella., Cons. Int. pour l’Exploration la Mer. Zooplankt. Sheet, 48, 1–4, 1952.",
Vestheim2013,"Vestheim, H., Brucet, S., & Kaartvedt, S. (2013). Vertical distribution, feeding and vulnerability to tactile predation in Metridia longa (Copepoda, Calanoida). Marine Biology Research, 9(10), 949-957. ",10.1080/17451000.2013.793806
Vidal1980a,"Vidal, J (2014): Growth rate of Calanus pacificus and Pseudocalanus sp. determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834603",10.1594/PANGAEA.834603
Vidal1980b,"Vidal, J. 1980. Physioecology of zooplankton. I. Effects of phytoplankton conce",
Vidal1986,"Vidal, J., Smith, S. L. (1986). Biomass, growth, and development of populations of herbivorous zooplankton in the southeastern Bering Sea during spring. Deep Sea Res. 33, 525-556.",
Vijverberg1976,"Vijverberg, J., and T. H. Frank. 1976. The chemical composition and energy contents of copepods and cladocerans in relation to their size. Freshwater Biology ",
Vijverberg2004,"Vijverberg, J., and H. P. Koelewijn. 2004. Effect of temperature on development and growth of the raptorial cladoceran Leptodora kindtii under laboratory conditions. Freshwater Biology",
Vijverberg2005,"Vijverberg, J., Koelewijn, H. P. and W. L. T. van Densen. 2005. Effects of predation and food on the population dynamics of the raptorial cladoceran Leptodora kindtii. Limnology and Oceanography",
Villeger2012a,"Villeger S, Ferraton F, Mouillot D, de Wit R (2012a) Nutrient recycling by coastal macrofauna: intra- versus interspecific differences. Mar. Ecol. Prog. Ser. 452, 297-303.",
Villeger2012b,"Villeger S, Grenouillet G, Suc V, Brosse S (2012b) Intra- and interspecific differences in nutrient recycling by European freshwater fish. Freshw. Biol. 57:2330-2341.",
Vinogradov1961,,
Vinogradov1969,"Vinogradov, M.Y., Arashkevich, Y.G., 1969. Vertical distribution of interzonal copepod filter feedings and their role in communities at different depths in the north-western Pacific. Oceanology. 9, 399-409.",
Vinogradova1962,,
Vives1978,"Vives F. (1978) Distribucion de la poblacion de copepodos en el Mediterraneo occidental. Resultados Expediciones Cientificas del Buque Oceanografico Cornide de Saavedra. Suppl. 7, 263-302.",
Vogt1905,,
WORMS2022,WoRMS Editorial Board (2022). World Register of Marine Species. Available from https://www.marinespecies.org at VLIZ. Accessed 2022-03-13.,10.14284/170
Walter2016,"Walter, T. C. and Boxshall, G.: World of Copepods database, [online] Available from: http://www.marinespecies.org/copepoda (Accessed 7 June 2016), 2016.",
Walve1999,"Walve, J., and U. Larsson. 1999. Carbon, nitrogen and phosphorus stoichiometry of crustacean zooplankton in the Baltic Sea: implications for nutrient recycling. Journal of Plankton Research",
Weikert1990,"Weikert H. and Trinkaus S. (1990) Vertical mesozooplankton abundance and distribution in the deep Eastern Mediterranean Sea SE of Crete. Journal of Plankton Research, 12(3), 601-628.",
Wen1996,"Wen, Y. H. 1996. Pharmacokinetic modeling of pollutant fluxes by limnoplankton. ",
Whiles2009,"Whiles MR, Huryn AD, Taylor BW, Reeve JD (2009) Influence of handling stress and fasting on estimates of ammonium excretion by tadpoles and fish: recommendations for designing excretion experiments. Limnol. Oceanogr. Meth. 7:1-7.",
White1977,,
Whitehead2000,"Whitehead H, Mann J. 2000. Female reproductive strategies of cetaceans. Cetacean Soc. F. Stud. dolphins whales, pp. 219–46",
Whittaker1961,"Whittaker, R. E. 1961. Experiments with radiophosphorus tracer in aquarium ecosystems . Ecological Monograph",
Wickstead1959,"Wickstead J.H. (1959) A predatory copepod. The Journal of Animal Ecology, 28(1), 69-72.",
Wickstead1962,"Wickstead J.H. (1962) Food and feeding in pelagic copepods. Proceedings of the Zoological Society of London, 139(4), 545-555.",
Widmer2005a,"Widmer, Chad L (2014): Growth rate of Aurelia labiata determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834604",10.1594/PANGAEA.834604
Widmer2005b,"Widmer CL (2005) Effects of temperature on growth of north-east Pacific moon jellyfish ephyrae, Aurelia labiata (Cnidaria: Scyphozoa). J Mar Biol Ass UK 85: 569-574",
Wieber1988,"Wieber, P.H., Madin, L.P., Haury, L.R., Harbison, G.R. and Philbin, L.M. 1979. Diel vertical migration by Salpa aspera and its potential for large-scale particulate organic matter transport to the deep-sea. Marine Biology, 53, 249-255.",
Wilhelm1999,"Wilhelm, F.M., Hudson, J.J. & Schindler, D.W. (1999). Contribution of Gammarus lacustris to phosphorus recycling in a fishless alpine lake. Can. J. Fish. Aquat. Sci.,  56, 1679-1686.",
Willason1986,"Willason, S. W., Favuzzi, J., and J. L. Cox. 1986. Patchiness and nutritional condition of zooplankton in the California Current. Fishery Bulletin NOAA ",
Williams1981,"Williams, R. and Robins, D.B., 1981. Seasonal Variability In Abundance And Vertical-Distribution Of Parathemisto-Gaudichaudi (Amphipoda Hyperiidea) In The Northeast Atlantic-Ocean. Marine Ecology Progress Series, 4(3), pp.289-298.",
Williams1982,"Williams, R., and D. B. Robins. 1982. Effects of preservation on wet weight, dry weight, nitrogen and carbon contents of Calanus helgolandicus (Crustacea: Copepoda). Mar. Biol. 71: 271–281.",
Williams1997,"Williams-Howze, J.: Dormancy in the free-living copepod orders Cyclopoida, Calanoida and Harpacticoida, Oceanogr. Mar. Biol., 35, 257–322, 1997.",
Williams1998,"Williams R. (1988) Spatial heterogeneity and niche differentiation in oceanic zooplankton. Hydrobiologia, 167(1), 151-159.",
WilliamsHowze1997,"Williams-Howze, J. (1997). Dormancy in the free‐living copepod orders Cyclopoida, Calanoida and Harpacticoida. Oceanography and marine biology, 35, 257–322.",
Wilson2010,"Wilson HF, Xenopoulos MA (2011) Nutrient recycling by fish in streams along a gradient of agricultural land use. Glob. Change Biol. 17:130-139.",
Wilson2015,"Wilson, RJ, Speirs, DC, Heath, M.R (2015). On the surprising lack of differences between two congeneric calanoid copepod species, Calanus finmarchicus and C. helgolandicus. Progress in Oceanography 134:413–431",
Winters1970,"Winters, G.H. (1970). Record size and age of Atlantic capelin, Mallotus villosus. J. Fish. Res. Board Can. 27(2):393-394.",
Wisner1974,"Wisner, R.L. (1974). The taxonomy and distribution of lanternfishes (family Myctophidae) of the eastern North Pacific Ocean. Navy Ocean Research and Development Activity Report. No. 3. 229 p.",
Wootton2017,"Wootton, M. and Castellani, C. 2017. Crustacea: Copepoda. In: Marine Plankton (eds Castellani C and Edwards M). Oxford University Press.",
Wormuth1981,"Wormuth, J.H. 1981. Vertical distributions and diel migrations of Euthecosomata in the northwest Sargasso Sea. Deep-Sea Research 28A: 1493-1515.",
Wrobel1998,"Wrobel, D., Mills, C., 1998. Pacific Coast Pelagic Invertebrates: A Guide to the Common Gelatinous Animals. Sea Challengers/Monterey bay Aquarium, Monterey, 108 pp.",
Wyatt1971,,
Yamada2000,"Yamada, Y. and Ikeda, T., 2000. Development, maturation, brood size and generation length of the mesopelagic amphipod Cyphocaris challengeri (Gammaridea: Lysianassidae) off southwest Hokkaido, Japan. Marine Biology, 137(5), pp.933-942.",10.1007/s002270000397
Yamada2003,"Yamada, Y. and Ikeda, T. 2003. Metabolism and chemical composition of four pelagic amphipods in the Oyashio region, western subarctic Pacific. Marine Ecology Progress Series 253: 233-241.",
Yamada2004,"Yamada, Y., Ikeda, T., Tsuda, A., 2004. Comparative life-history study on sympatric hyperiid amphipods (Themisto pacifica and T. japonica) in the Oyashio region, western North Pacific. Mar. Biol. 115, 515-527.",
Yamada2006,"Yamada, Y., Ikeda, T., 2006. Production, metabolism and trophic importance of four pelagic amphipods in the Oyashio region, western subarctic Pacific. Mar. Ecol. Prog. Ser. 308, 155-163.",
Yamaguchi1999,"Yamaguchi, A., Ikeda, T., Hirakawa, K., 1999. Diel vertical migration, population structure and life cycle of the copepod Scolecithricella minor (Calanoida: Scolecitrichidae) in Toyama Bay, southern Japan Sea. Plankton Biol. Ecol. 46, 54-61.",
Yamaguchi2000,"Yamaguchi, a. and Ikeda, T.: Vertical distribution, life cycle, and developmental characteristics of the mesopelagic calanoid copepod Gaidius variabilis (Aetideidae) in the Oyashio region, western North Pacific Ocean, Mar. Biol., 137, 99–109, ",10.1007/s002270000316
Yamaguchi2002a,"Yamaguchi, A. and Ikeda, T.: Reproductive and Developmental Characteristics of Three Mesopelagic Paraeuchaeta Species (Copepoda: Calanoida) in the Oyashio Region, Western Subarctic Pacific Ocean, 北海道大学水産科学研究彙報 = Bull. Fish. Sci. HOKKAIDO Univ., 53(1), 11–21 [online] Available from: http://eprints.lib.hokudai.ac.jp/dspace/handle/2115/21959 (Accessed 29 October 2015), 2002.",
Yamaguchi2002b,"Yamaguchi, A., Watanabe, Y., Ishida, H., Harimoto, T., Furusawa, K., Suzuki, S., Ishizaka, J., Ikeda, T., Takahashi, M.M., 2002. Community and trophic structures of pelagic copepods down to greater depths in the western subarctic Pacific (WEST-COSMIC). Deep Sea Res I. 49, 1007-1025.",doi.org/10.1016/S0967-0637(02)00008-0
Yamaguchi2004,"Yamaguchi, A., Ikeda, T., Watanebe, Y., Ishizaka, J., 2004. Vertical distribution patterns of pelagic copepods as viewed from the predation pressure hypothesis. Zoological studies. 43, 475-485.",
Yamashita1989,"Yamashita, Yoh; Bailey, K M (2014): Growth rate of Theragra chalcogramma determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834605",10.1594/PANGAEA.834605
Yen1985,"Yen, J (2014): Maximum ingestion and maximum clearance rate of Euchaeta elongata determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835369",10.1594/PANGAEA.835369
Yen1987a,"Yen J. (1987) Predation by a carnivorous marine copepod, Euchaeta norvegica Boeck, on eggs and larvae of the North Atlantic cod Gadus morhua L. Journal of Experimental Marine Biology and Ecology, 112(3), 283-296.",
Yen1987b,"Yen, J (2014): Maximum ingestion and maximum clearance rate of Euchaeta norvegica determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835370",10.1594/PANGAEA.835370
Yokota2006,"Yokota L, Lessa RP. 2006. A nursery Area for Sharks and Rays in Northeastern Brazil. Environ. Biol. Fishes. 75(3):349–60",
Yokota2012,"Yokota L, Goitein R, Gianeti MD, Lessa RTP. 2012. Reproductive biology of the smooth butterfly ray Gymnura micrura. J. Fish Biol. 81(4):1315–26",
Youngbluth1988,"Youngbluth, M. J., P. Kremer, T. G. Bailey, and C. A. Jacoby. 1988. Chemical composition, metabolic rates and feeding behavior of the midwater ctenophore Bathocyroe fosteri. Mar. Biol. 98: 87–94.",
Youngbluth2001,"Youngbluth, M.J., Båmstedt, U. (2001) Distribution, abundance, behaviour and metabolism of Periphylla periphylla, a mesopelagic coronate medusa in a Norwegian fjord. Hydrobiologia 451: 321-333",
Yousefian2003,,
Zahuranec2000,"Zahuranec, B. J. (2000). Zoogeography and systematics of the lanternfishes of the genus Nannobrachium (Myctophidae: Lampanictini). Smithson. Contrib. Zool. 607: 1-69.",
Zalkina1970,"Zalkina A. (1970) Vertical distribution and diurnal migration of some Cyclopoida (Copepoda) in the tropical region of the Pacific Ocean. Marine Biology, 5(4), 275-282.",
ZamoraTerol2013,"Zamora-Terol, Sara; Saiz, Enric (2014): Maximum ingestion and maximum clearance rate of Oithona davisae determined experimentall. PANGAEA, https://doi.org/10.1594/PANGAEA.835371",10.1594/PANGAEA.835371
Zeman2018,,
Zimmer2006,"Zimmer KD, Herwig BR, Laurich LM (2006) Nutrient excretion by fish in wetland ecosystems and its potential to support algal production. Limnol. Oceanogr. 51:197-207. ",
Zmdewska1999,"Zmdewska, M. I., Yen, J., and L. Bielecka. 1999. Size variability in two common antarctic copepods: Calanoides acutus and Metridia gerlachei. Polish Polar Research.",
